,ques,ans
1092, イタリア語で「旗」という意味がある、サッカーにおいて長年1つのクラブに在籍し、そのクラブを象徴するような存在となっている選手のことを指す言葉は何でしょう？,バンディエラ
1093, 演劇などの公演間近に行う「ゲネプロ」とは、何というドイツ語を略した言葉でしょう？,ゲネラルプローべ
1094,ヴィクトル・ユーゴーの戯曲『王は愉しむ』を原作とし、劇中の『女心の歌』が特に知られている、ある道化師を主人公としたヴェルディ作曲のオペラは何でしょう？,リゴレット
1095, 「天下ノ政権ヲ朝廷ニ奉還セシメ、政令宜シク朝廷ヨリ出ヅベキ事」などの項目がある、幕末に坂本龍馬が長崎から京へ向かう途中、船の上で起草したとされる8ヶ条の新国家構想のことを一般に何というでしょう？,船中八策（せんちゅうはっさく）
1096, いわゆる「四鏡」と呼ばれる4つの日本の歴史物語のうち、神武天皇から仁明天皇までの歴史を編年体で記した、最も古い時代を扱っている作品は何でしょう？,水鏡（みずかがみ）
1097, 楽譜の一種「タブ譜」の「タブ」とは何という言葉の略でしょう？,タブラチュア
1098, 山号を洪隠山という京都市西京区の寺院で、その庭園の特徴から「苔寺」の通称で知られるのはどこでしょう？,西芳寺（さいほうじ）
1099, 「花のいのちはみじかくて 苦しきことのみ多かりき」という詩を色紙などに好んで書いていたという、『放浪記』『浮雲』『めし』などの代表作で知られる小説家は誰でしょう？,林芙美子（はやしふみこ）
1100, クチジロ、クビワ、チャコなどの種類がある、日本では「ヘソイノシシ」と呼ばれる動物は何でしょう？,ペッカリー
1101, フィリップ6世、ルイ11世、ルイ12世などが王位に就き、1589年にアンリ3世が暗殺されて途絶えた中世フランスの王朝を何朝というでしょう？,ヴァロワ
1102, 日本の国民の祝日で、「自然をたたえ、生物をいつくしむ日」と法律で定義されているのは「何の日」でしょう？ ,春分（しゅんぶん）
1103, モータースポーツのスタート方式の1つで、フォーメーションラップのあとに指定の位置で一旦停止し、シグナルの合図で一斉にスタートする方式を何スタートというでしょう？,スタンディング
1104, 100アボスを1とする、中国・マカオ特別行政区の法定の通貨単位は何でしょう？,パタカ
1105, デンマーク語で「居心地の良い雰囲気」といった意味がある、2016年頃から欧米を中心に広まった、人とのふれあいや家庭を大切にするデンマーク流の幸福概念を何というでしょう？,ヒュッゲ
1106, 431年に東ローマ皇帝テオドシウス2世の呼びかけによって開催された、その中でネストリウス派が異端とされたことで知られるキリスト教の公会議は何でしょう？ ,エフェソス公会議
1107, 『南総里見八犬伝』の「円塚山の場」や『東海道四谷怪談』の「隠亡堀の場」などに見られる、暗闇の中という設定で登場人物たちが互いを探り合う様を演じるという歌舞伎の演出の一種を何というでしょう？,だんまり
1108, 港湾荷役で使用される、キリンのような外観をしたクレーンを、門型の構造物を指す英語で何クレーンというでしょう？,ガントリー
1109, 孔子の『論語』の一節にちなんで、50歳のことを漢字2字の言葉で何というでしょう？,知命（ちめい）
1110, 日本の警察組織で、全員が国家公務員扱いとなるのはどの階級以上でしょう？,警視正（けいしせい）
1111, 建築家のクリストファー・レンによって再建された、アレクサンダー・フレミングやネルソン提督の遺骨が納められている、イギリスにある大聖堂は何でしょう？,セントポール
1112, 二酸化マンガンに濃塩酸を加えて加熱した時に発生する気体は何でしょう？,塩素（えんそ）
1113, 中国唯一の女帝・則天武后が即位した際に、唐に代わって建国された王朝の国号は何でしょう？,周（しゅう）
1114, 実際に見たことのある物事や光景を初めて見たかのように感じることを、「未視感」という意味のフランス語から何というでしょう？（14％）,ジャメヴ
1115, 本名をサミュエル・ラングホーン・クレメンズという、『トム・ソーヤーの冒険』『ハックルベリー・フィンの冒険』などの小説で知られるアメリカの作家は誰でしょう？,マーク・トウェイン
1116, 俗に「神輿草」「たちまち草」とも呼ばれる、根や葉を煎じたものが下痢止めや胃薬に用いられ、服用すると効き目が明らかであることからその名が付いたフウロソウ科の植物は何でしょう？,ゲンノショウコ
1117, 天皇以外の皇族が観戦する武道やスポーツの試合のことを何試合というでしょう？,台覧（たいらん）  
1118, 『ムーミン』に登場するスナフキンの父親で、『妖怪番長』や『ハチワンダイバー』で知られる漫画家のペンネームの由来となっているキャラクターは誰でしょう？,ヨクサル
1119, 日本で放射性廃棄物の地層処分を行う「原子力発電環境整備機構」のことを、アルファベット4文字で何というでしょう？, NUMO
